id,type,part,parent,movie,from,to,param,target,classes,colonne,rang,width,height,texte
153,video,2,,14,00:08:38,00:09:05,,,,,,,,
154,text,2,,,00:08:39,00:08:42,,#bloc1,"size3,large",2,2,8,9,soldier pours buming wax on woman
155,text,2,,,00:08:43,00:08:50,,#bloc1,"size3,bold",1,6,11,2,"rape
"
156,text,2,155,,,,,#bloc1,"size4,bold",1,8,18,5,"250,000 cases reported in 65 countries annually"
157,clear,2,,,,,all,,,,,,,
158,text,2,,,00:08:51,00:08:52,,#bloc1,"size3,large",1,2,9,5,man beaten by police
159,text,2,,,00:08:53,00:08:58,,#bloc1,"size3,bold",1,8,11,2,"smoking, alcohol, drugs
"
160,text,,,,,,,#bloc2,"size4,bold",1,10,18,5,kills — impossible to count
161,clear,2,,,,,all,,,,,,,
162,text,2,,,00:08:59,00:09:05,,#bloc1,"size3,large",7,7,16,5,"pandora's box of death, disease, evil, torture, released"
163,clear,,,,,,block1,,,,,,,
164,video,2,,15,00:09:05,00:09:16,,,,,,,,
165,video,2,,16,00:09:16,00:09:58,,,,,,,,
166,video,2,,17,00:09:58,00:13:42,,,,,,,,
167,text,2,,,00:10:38,00:10:45,,#bloc1,"size3,bold",2,4,15,7,"— how do we warn the next generations
— a thousand years in the future?"
168,clear,2,,,,,block1,,,,,,,
169,text,2,,,00:10:56,00:12:05,,#bloc1,"size2,bold",11,4,13,8,"tub-flies, maggots, impaled, brazen bull, heretic
fork-head held high, cement shoes, judas cradle,
brown rats, tongue tearer, rack, eaten by crows,
thumbscrew, breast ripper, bleeding, submission,
crocodile shears, republican marriage for nuns and
monks, breaking wheel, spanish donkey/wooden
horse, guillotine, prison of terror, crucifixion, rope,
rape, roasting, water boarding
— kind one day, evil the next"
170,text,2,,,00:12:10,00:12:19,,#bloc1,"size2,bold",2,2,10,3,"false confessions, cheap, on-going
— damage, permanent —
on the pain of death"
171,clear,2,,,,,block1,,,,,,,
172,text,2,,,00:12:27,00:12:32,,#bloc1,"size2,bold",6,7,10,3,... this world in arms spends the hopes of its children
173,clear,2,,,,,block1,,,,,,,
174,text,2,,,00:12:46,00:12:52,,#bloc1,"size2,bold",5,10,10,3,"I dream of a child who asks: 'what was war, weapons, violence?'"
175,clear,2,,,,,block1,,,,,,,
176,text,2,,,00:12:58,00:13:01,,#bloc1,"size3,bold",6,10,19,2,— a multi-billion dollar industry
177,clear,2,,,,,block1,,,,,,,
178,text,2,,,00:13:06,00:13:08,,#bloc1,"size4,bold",2,2,9,5,we've lost empathy
179,clear,2,,,,,block1,,,,,,,
180,text,2,,,00:13:16,00:13:27,,#bloc1,"size4,large,center",1,5,24,3,I me myself mine
181,clear,2,,,,,block1,,,,,,,
182,part,3,,,,,title:1,,"center,centerV,large,size3,fadeIn",2,3,20,6,III.Other Flowers Rise
183,video,3,,1,00:00:00,,,,,,,,,
184,video,3,,2,00:01:06,,,,,,,,,
185,video,3,,3,00:01:45,,,,,,,,,
184,text,3,,,00:01:46,00:00:00,,#bloc1,"size1,slanted",2,4,3,2,Arabic
185,text,3,,,00:01:48,00:00:00,,#bloc2,"size1,slanted",6,8,3,2,African
186,text,3,,,00:01:50,00:00:00,,#bloc1,"size1,slanted",18,4,4,2,American
187,text,3,,,00:01:57,00:00:00,,#bloc1,"size1,slanted",10,10,3,2,Inuit
188,text,3,,,00:01:58,00:00:00,,#bloc2,"size1,slanted",4,4,4,2,European
186,video,3,,4,00:02:25,,,,,,,,,
189,text,3,,,00:02:26,00:00:00,,#bloc1,"size1,slanted",7,4,4,2,Christian
190,text,3,,,00:02:27,00:00:00,,#bloc2,"size1,slanted",10,8,3,2,Jewish
191,text,3,,,00:02:29,,,#bloc1,"size1,slanted",13,2,3,2,Muslim
192,text,3,,,00:02:30,,,#bloc2,"size1,slanted",21,8,4,2,Buddhist
193,text,3,,,00:02:32,,,#bloc1,"size1,slanted",7,10,4,2,Anarchist
194,text,3,,,00:02:33,,,#bloc2,"size1,slanted",17,2,4,2,Extremist
195,text,3,,,00:02:43,,,#bloc1,"size1,slanted",19,8,3,2,Racist
196,text,3,,,00:02:44,,,#bloc2,"size1,slanted",4,4,5,2,Anti-Semitic
197,text,3,,,00:02:45,,,#bloc1,"size1,slanted",19,10,5,2,Pro-terrorist
198,text,3,,,00:02:46,,,#bloc2,"size1,slanted",19,2,3,2,Sexist
199,text,3,,,00:02:46,,delay:2,#bloc1,"size1,slanted",9,9,5,2,Extremist
200,text,3,,,00:02:50,,,#bloc1,"size1,slanted",2,10,5,2,Communist
201,text,3,,,00:02:52,,,#bloc1,"size1,slanted",20,4,4,2,Socialist
202,text,3,,,00:02:54,,,#bloc1,"size1,slanted",1,10,5,2,Conservativ
203,text,3,,,00:02:56,,,#bloc2,"size1,slanted",18,6,6,2,Traditionalist
204,text,3,,,00:02:58,,,#bloc1,"size1,slanted",14,4,5,2,Extremist
187,video,3,,5,00:03:07,,,,,,,,,
205,text,3,,,00:03:20,,,#bloc1,"size1,slanted",8,4,2,2,Man
206,text,3,,,00:03:21,,,#bloc2,"size1,slanted",18,10,4,2,Woman
207,text,3,,,00:03:23,,,#bloc1,"size1,slanted",12,4,4,2,Solider
208,text,3,,,00:03:24,,,#bloc2,"size1,slanted",4,4,4,2,Politician
209,text,3,,,00:03:26,,,#bloc1,"size1,slanted",2,10,3,2,Civilian
210,text,3,,,00:03:28,,,#bloc1,"size1,slanted",18,10,4,2,Extremist
188,video,3,,6,00:03:55,,,,,,,,,
211,text,3,,,00:03:55,,,#bloc1,"size1,slanted",20,5,3,2,Bully
212,text,3,,,00:03:56,,,#bloc2,"size1,slanted",8,7,3,2,Master
213,text,3,,,00:03:57,,,#bloc3,"size1,slanted",2,2,3,2,Queen
214,text,3,,,00:03:57,,delay:2,#bloc1,"size1,slanted",14,10,4,2,Emperor
215,text,3,,,00:03:59,,,#bloc1,"size1,slanted",6,8,4,2,President
216,text,3,,,00:04:00,,,#bloc2,"size1,slanted",9,2,2,2,God
217,text,3,,,00:04:01,,,#bloc3,"size1,slanted",12,10,5,2,Extremist
218,text,3,,,00:04:03,,,#bloc1,"size1,slanted",2,4,2,2,Slave
219,text,3,,,00:04:05,,,#bloc2,"size1,slanted",16,2,3,2,Illegal
220,text,3,,,00:04:06,,,#bloc1,"size1,slanted",2,6,4,2,Common
221,text,3,,,00:04:08,,,#bloc1,"size1,slanted",10,10,4,2,Somebody
222,text,3,,,00:04:09,,,#bloc1,"size1,slanted",16,2,4,2,Anybody
223,text,3,,,00:04:10,,,#bloc1,"size1,slanted",16,10,6,2,Freedom Fighter
224,text,3,,,00:04:11,,,#bloc1,"size1,slanted",2,8,4,2,Protector
225,text,3,,,00:04:13,,,#bloc1,"size1,slanted",6,6,4,2,Liberator
226,text,3,,,00:04:15,,,#bloc1,"size1,slanted",14,2,3,2,Saviour
227,text,3,,,00:04:16,,,#bloc1,"size1,slanted",16,10,3,2,Solider
228,text,3,,,00:04:21,,,#bloc1,"size1,slanted",16,9,3,2,Warrior
229,text,3,,,00:04:22,,,#bloc1,"size1,slanted",18,2,3,2,Invader
230,text,3,,,00:04:22,,delay:2,#bloc2,"size1,slanted",6,10,3,2,Attacker
231,text,3,,,00:04:25,,,#bloc1,"size1,slanted",8,6,4,2,Extremist
232,text,3,,,00:04:26,,,#bloc2,"size1,slanted",6,10,3,2,Victim
233,text,3,,,00:04:27,,,#bloc3,"size1,slanted",10,2,3,2,Mairmed
234,text,3,,,00:04:27,,,#bloc4,"size1,slanted",18,10,4,2,Wounded
235,text,3,,,00:04:29,,,#bloc2,"size1,slanted",2,10,3,2,Missing
236,text,3,,,00:04:30,,,#bloc1,"size1,slanted",20,4,2,2,Rich
237,text,3,,,00:04:31,,,#bloc1,"size1,slanted",14,10,5,2,Gunslinger
238,text,3,,,00:04:33,,,#bloc1,"size1,slanted",4,14,3,2,Pacifist
239,text,3,,,00:04:34,,,#bloc2,"size1,slanted",10,10,3,2,Populist
240,text,3,,,00:04:35,,,#bloc3,"size1,slanted",6,6,4,2,Extremist
241,text,3,,,00:04:36,,,#bloc1,"size1,slanted",14,6,4,2,Extremist
189,video,3,,7,00:04:40,,,,,,,,,
190,video,3,,8,00:05:07,,,,,,,,,
191,part,4,,,,,title:1,,"center,centerV,large,size3,fadeIn",2,3,20,6,"IV. The Larks, Still Bravely Singing"
214,video,4,,1,00:00:00,00:12:57,,,,,,,,
215,text,4,,,00:01:20,00:01:39,,#bloc1,"size3,regular,noir",2,2,23,4,"I believe that order is better than chaos,<br>creation is better than destruction.
"
216,text,4,,,00:01:27,,,#bloc1,"size3,regular,noir",2,2,23,6,"I prefer gentleness to violence,<br>forgiveness to vendetta,<br>knowledge to ignorance.
"
217,text,4,,,00:01:37,,,#bloc1,"size3,regular,noir",2,2,23,,I believe in courtesy
218,clear,4,,,00:01:40,,,#bloc1,,,,,,
219,text,4,,,00:03:25,00:04:08,,#bloc1,"size1,regular,noir",8,2,8,2,"candles in the dark of winter<br>kiss under a full moon<br>kicking up dead leaves<br>
whirlwind<br>masterpiece<br>cups of tea<br>quiet sunset<br>my child's first giggle<br>warm wind touching a tanned cheek<br>memories<br>miracles<br>happy exhaustion<br>nightingale singing at midnight<br>fresh sheets<br>smile from a stranger<br>joy of expectation"
220,clear,4,,,00:04:08,,,#bloc1,,,,,,
221,text,4,,,00:04:10,00:04:13,,#bloc1,"size3,right,regular,noir",7,5,17,2,small delights make us human
222,clear,4,,,00:04:13,,,#bloc1,,,,,,
223,text,4,,,00:04:23,00:04:33,,#bloc1,"size3,regular,noir",2,2,22,6,We all breathe the same air. We all cherish our children's future.<br>And we are all mortal.
224,clear,4,,,00:04:33,,,#bloc1,,,,,,
225,text,4,,,00:04:37,00:04:41,,#bloc1,"size3,right,regular,noir",6,5,18,2,in that rich earth a richer dust
226,clear,4,,,00:04:41,,,#bloc1,,,,,,
227,text,4,,,00:04:43,00:04:46,,#bloc1,"size3,regular,noir",2,2,17,2,who are the terrorists now?
228,clear,4,,,00:04:47,,,#bloc1,,,,,,
229,text,4,,,/,/,,#bloc1,,,,,,"Words, thoughts, ideas, images, and inspiration liberally borrowed and quoted from:"
230,text,4,,,/,/,,#bloc1,,,,,,"Amnesty International, Elizabeth Wayland Barber, Dominique P. Behague, Jennifer
Bendery, Thomas Bendixen, Laurence Binyon, Henri Lucien Chaffer, Dover Arts
Development, Rupert Brook, Edmund Blunden, Jens Breivik, Randolph Bourne,
Charles Chaplin, Diana Shaw Clark, Kenneth Clarke, Nigel Clarke, Dwight D.
Eisenhower, Eleanor Farjeon, Robert Fisk, Colin Gill, Louis John Ginnett, Nancy
Goldstone, Francisco Goya, Sadie Harrison, Holmens Kirke-Copenhagen, A. H.
Houseman, Imperial War Museum-London, Jon Henley, Edvard Henley-Read,
Jonathan Jones, John F. Kennedy, John Macrae, Adrienne Mayor, Moms Demand
Action for Gun Sense in America, Eve Merriam, Middle Tennessee State University,
Paul Moorhouse, Suzanne More, John Nash, National Rifle Association, C.R.W.
Nevison, Sir Henry Newbolt, Vasa Museum-Stockholm, President Barack Obama,
William Orphan, George Orwell, Blaise Pascal, Sylvia Pankhurst, Pablo Picasso,
Randeep Ramesh, Publius Flavius Vegetius Renatus, Malene Sheppard Skrerved,
Marius Sheppard Skrerved, Peter Sheppard Skrerved, John Singer Sargent, Morten
Skrerved, Mattias Skrerved, Paul Vemer Skrerved, Reed Thomas, Ulla Skrerved, Elly
Strange Petersen, Reed Thomas, Lady Butler/Elizabeth Southerden Thompson, Henry
Tonks, War Registers' International, Louise Vale, Louis Weirter, Benjamin West, Jon
Wiant, amongst many more."
231,text,4,,,00:09:46,00:09:55,,#bloc1,"size3,regular",2,2,22,2,horror
232,text,4,,,00:09:48,,,#bloc1,"size3,regular",2,2,22,2,horror terror
233,text,4,,,00:09:51,,,#bloc1,"size3,regular",2,2,22,2,horror terror violence
